Aal	'ʔaː.aːl
namhafteste	'naːm.haːf.tə.ʃtə
Namibia	'naː.miː.biː.aː
nannte	'nan.tə
nannte falsch	'nan.teː .falʃ
nannte vor	'nan.teː .foːɐ
Nanosekunde	'naː.noː.zə.kʊn.də
Nanu	'naː.nuː
Naomi	'naː.oː.miː
Napalm	'naː.palm
Napf	'napf
Naphthalin	'napt.haː.liːn
Narbe	'naɐ.bə
Narben	'naɐ.bən
Narbenbildung	'naɐ.bən.bɪl.dʊŋ
narbenlos	'naɐ.bə.nloːs
narbig	'naɐ.bɪç
narbige	'naɐ.biː.gə
Narkose	'naɐ.koː.zə
Narkosearzt	'naɐ.koː.zə.aɐʦt
Narkosen	'naɐ.koː.zən
Narkosenfacharzt	'naɐ.koː.zən.faː.xaɐʦt
Narkosenfachlehre	'naɐ.koː.zən.fa.xleː.ʀə
Narkoseärzte	'naɐ.koː.zə.ɛɐʦ.tə
narkotisch	'naɐ.koː.tiːʃ
narkotische	'naɐ.koː.tiː.ʃə
narkotisiere	naɐ.kɔ.tɪ.'ziː.ʀə
narkotisieren	naɐ.kɔ.tɪ.'ziː.ʀən
narkotisierend	naɐ.kɔ.tɪ.'ziː.ʀɛnt
narkotisiert	'naɐ.koː.tiː.ziːɐt
narkotisierte	'naɐ.koː.tiː.ziːɐ.tə
narkotisierten	'naɐ.koː.tiː.ziːɐ.tən
Narkotismus	'naɐ.kɔ.tɪ.smuːs
Narr	'naɐ
narren	'na.ʀən
narren	'na.ʀən
narrend	'na.ʀɛnt
Narrenmütze	'na.ʀən.myːt.ʦə
Narrenmützen	'na.ʀɛn.myːt.ʦən
narrt	'naɐt
narrte	'naɐ.tə
Narziss	'naɐ.ʦɪs
Narzisse	'naɐ.ʦɪ.sə
Narzissen	'naɐ.ʦɪ.sən
Narzissmus	'naɐ.ʦɪ.smuːs
narzisstisch	'naɐ.ʦɪ.stiːʃ
narzisstische	'naɐ.ʦɪ.stiː.ʃə
nasal	'naː.zaːl
Nase	'naː.zə
Nasen	'naː.zən
Nasenbluten	'naː.zɛn.bluː.tən
Nasenloch	'naː.zə.nloːx
Nasenlöcher	'naː.zə.nløː.çɐ
Nasenstüber	'naː.zən.ʃtyː.bɐ
naseweis	'naː.zə.vaɪs
Nashorn	'naːs.hɔɐn
Nashörne	'naːs.hœ.ʀnə
nass	'nas
nasser	'na.sɐ
nassere	'na.sə.ʀə
nasseste	'na.sə.ʃtə
Nation	na.'ʦjoːn
national	'na.ʦjoː.naːl
nationale	'na.ʦjoː.naː.lə
Nationalfeiertag	'na.ʦjoː.naːl.faɪ.ɐ.taːk
Nationalgefühle	'na.ʦjoː.nal.gə.fyː.lə
Nationalheld	'na.ʦjoː.naːl.hɛlt
Nationalhymne	'na.ʦjoː.naːl.hʏ.mnə
Nationalismus	'na.ʦjoː.na.lɪ.smuːs
Nationalist	'na.ʦjoː.na.lɪst
Nationalisten	'na.ʦjoː.na.lɪ.ʃtən
nationalistisch	'na.ʦjoː.na.lɪ.ʃtiːʃ
nationalistische	'na.ʦjoː.na.lɪ.ʃtiː.ʃə
Nationalität	'na.ʦjoː.naː.liː.teːt
nationalitätbezogene	'na.ʦjoː.naː.liː.teːt.bə.ʦoː.gə.nə
Nationalitäten	'na.ʦjoː.naː.liː.tə.tən
Nationalsozialismus	'na.ʦjoː.naːl.zoː.ʦiː.a.lɪ.smuːs
Nationen	'na.ʦjoː.nən
Natrium	'na.tʀiː.uːm
natrualistisch	'na.tʀuː.a.lɪ.ʃtiːʃ
Natter	'na.tɐ
Nattern	'na.tɐn
Natur	'naː.tuːɐ
Naturalien	'naː.tuː.ʀaː.liːn
naturalisiere	naː.tuː.ʀa.lɪ.'ziː.ʀə
naturalisieren	naː.tuː.ʀa.lɪ.'ziː.ʀən
naturalisierend	naː.tuː.ʀa.lɪ.'ziː.ʀɛnt
naturalisiert	'naː.tuː.ʀaː.liː.ziːɐt
naturalisierte	'naː.tuː.ʀaː.liː.ziːɐ.tə
naturalisierten	'naː.tuː.ʀaː.liː.ziːɐ.tən
Naturalisierung	naː.tuː.ʀa.lɪ.'ziː.ʀʊŋ
Naturalismus	'naː.tuː.ʀa.lɪ.smuːs
Naturalist	'naː.tuː.ʀa.lɪst
Naturalisten	'naː.tuː.ʀa.lɪ.ʃtən
Naturanlagen	'naː.tuː.ʀa.nlaː.gən
Naturdenkmal	'na.tʊɐ.dɛŋ.maːl
Naturereignisse	'naː.tuː.ʀə.ʀaɪ.gnɪ.sə
Naturerscheinung	'naː.tuː.ʀɐ.ʃaɪ.nʊŋ
Naturfreund	'naː.tuːɐ.fʀɔɪnt
naturgemäß	'na.tʊɐ.gə.meːs
naturgemäßere	'na.tʊɐ.gə.mə.sə.ʀə
naturgemäßeste	'na.tʊɐ.gə.mə.sə.ʃtə
Naturgesetz	'na.tʊɐ.gə.zeːʦ
naturgetreu	'na.tʊɐ.gə.tʀɔɪ
Naturgewalt	'na.tʊɐ.gə.valt
Naturheilkunde	'naː.tuːɐ.haɪl.kʊn.də
Naturkatastrophe	'na.tʊɐ.kaː.ta.ʃtʀoːp.hə
Naturkosmetik	'na.tʊɐ.kɔ.smə.tiːk
Naturkunde	'na.tʊɐ.kʊn.də
Naturlehrpfad	'na.tʊ.ʀleːɐ.pfaːt
Naturpark	'na.tʊɐ.paɐk
Naturprodukt	'na.tʊɐ.pʀoː.dʊkt
Naturreich	'na.tʊ.ʀaɪç
Naturschutz	'naː.tuːɐ.ʃuːʦ
Naturschutzgebiet	'naː.tuːɐ.ʃuːʦ.gə.biːt
Naturschützer	'naː.tuːɐ.ʃyːt.ʦɐ
Naturseide	'naː.tuːɐ.zaɪ.də
Naturtalent	'na.tʊɐ.taː.lɛnt
Naturwissenschaft	'naː.tuːɐ.vɪ.sən.ʃaft
Naturwissenschaften	'naː.tuːɐ.vɪ.sɛn.ʃaːf.tən
Naturwunder	'naː.tuːɐ.vʊn.dɐ
natürlich	'naː.tʏ.ʀlɪç
natürliche	'naː.tʏ.ʀlɪ.çə
natürliche Gabe	'naː.tʏ.ʀlɪ.çeː .gaː.bə
natürliche Größe Maßstab 11	'naː.tʏ.ʀlɪ.çeː .gʀøː.seː .maːs.ʃtap 11
natürliche Zahl	'naː.tʏ.ʀlɪ.çeː .ʦaːl
natürliche Zahl	'naː.tʏ.ʀlɪ.çeː .ʦaːl
natürlicher	'naː.tʏ.ʀlɪ.çɐ
natürlicher Logarithmus	'naː.tʏ.ʀlɪ.çɛɐ .loː.gaː.ʀiːt.muːs
Natürlichkeit	'naː.tʏ.ʀlɪç.kaɪt
Natürlichkeiten	'naː.tʏ.ʀlɪç.kaɪ.tən
natürlichste	'naː.tʏ.ʀlɪç.ʃtə
Nauru	'naʊ.ʀuː
nautisch	'naʊ.tiːʃ
nautische	'naʊ.tiː.ʃə
Navigation	naː.fiː.ga.'ʦjoːn
Navigations	naː.fiː.ga.'ʦjɔns
Navigationsrechner	naː.fiː.ga.'ʦjoːn.sʀə.çnɐ
Nazi	'naː.ʦiː
Nazismus	'na.ʦɪ.smuːs
nazistisch	'na.ʦɪ.ʃtiːʃ
Neandertaler	'neː.an.dɐ.taː.lɐ
Nebel	'nɛ.bəl
nebelartig	'nɛ.bə.laɐ.tɪç
Nebelfleck	'nɛ.bəl.flɛk
Nebelflecken	'nɛ.bəl.flɛ.kən
nebelhaft	'nɛ.bəl.haft
nebelhafter	'nɛ.bəl.haːf.tɐ
nebelhafteste	'nɛ.bəl.haːf.tə.ʃtə
nebelhaftesten	'nɛ.bəl.haːf.tə.ʃtən
Nebelhorn	'nɛ.bəl.hɔɐn
Nebelhörner	'nɛ.bəl.hœ.ʀnɐ
nebelig	'nɛ.bə.lɪç
nebelige	'nɛ.bə.liː.gə
nebelte ein	'nɛ.bəl.teː .aɪn
neben	'neː.bən
neben	'neː.bən
nebenan	'nɛ.bə.naːn
Nebenanschluss	'nɛ.bə.naːn.ʃlʊs
Nebenanspruch	'nɛ.bə.naːn.ʃpʀuːx
Nebenantrieb	'nɛ.bə.nan.tʀiːp
Nebenbedeutung	'neː.bən.bə.dɔɪ.tʊŋ
Nebenbedingung	'neː.bən.bə.dɪŋ.gʊnk
Nebenbedingungen	'neː.bɛn.bə.dɪŋ.gʊŋ.gən
nebenbei	'neː.bən.baɪ
nebenbei bemerkt	'neː.bən.baɪ .bə.mɛɐkt
nebenberuflich	'neː.bən.bə.ʀʊ.flɪç
Nebenbeschäftigung	'neː.bən.bə.ʃeːf.tiː.gʊŋ
Nebenbeschäftigungen	'neː.bɛn.bə.ʃeːf.tiː.gʊŋ.gən
Nebenbestand	'neː.bən.bə.ʃtant
Nebenbuhler	'neː.bən.buː.lɐ
Nebendiagonale	'neː.bən.diː.aː.goː.naː.lə
Nebeneinahmen	'nɛ.bə.naɪ.naː.mən
nebeneinander	'nɛ.bə.naɪ.nan.dɐ
nebeneinanderstellen	'nɛ.bə.naɪ.nan.dɐ.ʃtɛ.lən
nebeneinanderstellend	'nɛ.bə.naɪ.nan.dɐ.ʃtɛ.lɛnt
Nebeneinanderstellung	'nɛ.bə.naɪ.nan.dɐ.ʃtɛ.lʊŋ
Nebeneingang	'nɛ.bə.naɪŋ.gaŋ
Nebeneingänge	'nɛ.bə.naɪŋ.gən.gə
Nebeneinkünfte	'nɛ.bə.naɪŋ.kʏnf.tə
Nebenerscheinung	'nɛ.bə.nɐ.ʃaɪ.nʊŋ
Nebenerscheinungen	'nɛ.bə.nɐ.ʃaɪ.nʊŋ.gən
Nebenfach	'neː.bən.faːx
Nebenfluss	'neː.bən.flʊs
Nebenflüsse	'neː.bən.flʏ.sə
Nebenfächer	'neː.bən.fə.çɐ
Nebengebäude	'neː.bən.gə.bə.uː.də
Nebengedanke	'neː.bən.gə.daŋ.kə
Nebengedanken	'neː.bɛŋ.gə.daŋ.kən
Nebengeräusch	'neː.bən.gə.ʀə.uːʃ
Nebengleis	'neː.bən.glaɪs
Nebengleise	'neː.bən.glaɪ.zə
Nebenhandlung	'neː.bən.han.dlʊŋ
Nebenhandlungen	'neː.bɛn.han.dlʊŋ.gən
Nebenhöhlenentzündung	'neː.bən.høː.lə.nɛnt.ʦʏn.dʊŋ
Nebenkosten	'neː.bɛŋ.kɔ.ʃtən
Nebenlinie	'nɛ.bə.nliː.niː
Nebenproblem	'neː.bən.pʀɔ.bləm
Nebenprodukt	'neː.bən.pʀoː.dʊkt
Nebenprodukte	'neː.bən.pʀoː.duːk.tə
Nebenrechner	'nɛ.bə.nʀə.çnɐ
Nebenrechnung	'nɛ.bə.nʀə.çnʊŋ
Nebensache	'neː.bən.zaː.xə
Nebensatz	'neː.bən.zaːʦ
Nebenschilddrüse	'neː.bən.ʃɪl.dʀyː.zə
Nebenschluss	'neː.bən.ʃlʊs
Nebenschlüssel	'neː.bən.ʃlʏ.səl
Nebenstation	nə.bɛn.ʃta.'ʦjoːn
Nebenstelle	'neː.bən.ʃtɛ.lə
Nebenstellen	'neː.bɛn.ʃtɛ.lən
Nebenstellenanlage Telefon	'neː.bən.ʃtɛ.lə.na.nlaː.gɛ  .tə.lə.foːn
Nebenstraße	'neː.bən.ʃtʀaː.sə
Nebenstraßen	'neː.bɛn.ʃtʀaː.sən
nebensächlich	'neː.bən.zə.çlɪç
nebensächliche	'neː.bən.zə.çlɪ.çə
Nebensächlichkeit	'neː.bən.zə.çlɪç.kaɪt
Nebensätze	'neː.bən.zeːt.ʦə
Nebentätigkeit	'neː.bən.tə.tɪç.kaɪt
Nebenumstände	'nɛ.bə.nuːm.ʃtən.də
Nebenvertrag	'neː.bən.fɐ.tʀaːk
Nebenverträge	'neː.bən.fɐ.tʀə.gə
Nebenvorstellung	'neː.bən.foːɐ.ʃtɛ.lʊŋ
Nebenvorstellungen	'neː.bɛn.foːɐ.ʃtɛ.lʊŋ.gən
Nebenweg	'neː.bən.veːk
Nebenwirkung	'neː.bən.vɪɐ.kʊŋ
Nebenzeit	'neː.bən.ʦaɪt
Nebenziel	'neː.bən.ʦiːl
Nebenzimmer	'neː.bən.ʦɪ.mɐ
neblig	'nɛ.blɪç
nebliger	'nɛ.bliː.gɐ
Nebligkeit	'nɛ.blɪç.kaɪt
nebligste	'nɛ.blɪç.ʃtə
necken	'nɛ.kən
neckend	'nɛ.kɛnt
neckende	'nɛ.kən.də
Neckerei	'nɛ.kə.ʀaɪ
Neckereien	'nɛ.kə.ʀaɪ.ən
neckt	'nɛkt
neckte	'nɛk.tə
Neffe	'neːf.fə
Neffen	'neːf.fən
Negation	nə.ga.'ʦjoːn
Negationen	'neː.ga.ʦjoː.nən
negativ	'neː.gaː.tiːf
negativ definit	'neː.ga.tɪf .də.fiː.nɪt
negativ	'neː.ga.tɪf
negative	'neː.gaː.tiː.fə
negative Abweichung	'neː.gaː.tiː.feː .aːp.vaɪ.çʊŋ
negative Auskunft	'neː.gaː.tiː.feː .aʊ.skʊnft
negativere	'neː.gaː.tiː.fə.ʀə
negativerem	'neː.gaː.tiː.fə.ʀəm
Negativität	'neː.gaː.tiː.fiː.teːt
negativste	'neː.gaː.tiːf.ʃtə
Neger	'nɛ.gɐ
Neger	'nɛ.gɐ
Neger verächtlich	'neː.gɛɐ  .fə.ʀeːç.tlɪç
Neger verächtlich	'neː.gɛɐ  .fə.ʀeːç.tlɪç
Negerin	'nɛ.gə.ʀiːn
Negerinnen	'nɛ.gə.ʀɪ.nən
Negertanz	'nɛ.gɐ.tanʦ
negieren	nə.'giː.ʀən
negierend	nə.'giː.ʀɛnt
negierte	'neː.giːɐ.tə
Negliges	'nɛ.gliː.geːs
nehmen	'neː.mən
nehmen Sie eine der beiden Straßen	'neː.mɛn .ziː .aɪ.neː .dɛɐ .baɪ.dɛn .ʃtʀaː.sən
Nehmen Sie es nicht übel	'neː.mɛn .ziː .ɛs .nɪçt .yː.bəl
nehmen Sie Platz	'neː.mɛn .ziː .plaːʦ
nehmen wir einmal an	'neː.mɛn .vɪɐ .aɪn.mal .aːn
nehmend	'neː.mɛnt
Neid	'naɪt
Neid auf	'naɪt .aʊf
Neider	'naɪ.dɐ
neidisch	'naɪ.diːʃ
neidische	'naɪ.diː.ʃə
neidischere	'naɪ.diː.ʃə.ʀə
neidischste	'naɪ.diːʃ.ʃtə
neidlos	'naɪ.dloːs
neigen	'naɪ.gən
neigend	'naɪ.gɛnt
neigt	'naɪkt
neigt sich	'naɪkt .zɪç
neigte	'naɪk.tə
Neigung	'naɪ.gʊŋ
Neigung zu	'naɪ.gʊnk  .ʦuː
Neigungen	'naɪ.gʊŋ.gən
Neigungswinkel	'naɪ.gʊnks.vɪŋ.kəl
nein	'naɪn
nein	'naɪn
Neinstimmen	'naɪn.ʃtɪ.mən
Nektar	'neːk.taːɐ
Nektarine	'neːk.taː.ʀiː.nə
Nelke	'nɛl.kə
Nelken	'nɛl.kən
NEMetall	'nɛ.mə.tal
nennbar	'nɛn.baːɐ
Nennbetrag	'nɛn.bə.tʀaːk
Nenndrehzahl	'nɛn.dʀeː.ʦaːl
nennen	'nɛ.nən
nennenswert	'nɛ.nən.svɛɐt
Nenner	'nɛ.nɛɐ
Nennleistung	'nɛ.nlaɪ.ʃtʊŋ
Nennmaß	'nɛ.nmaːs
Nennstrom	'nɛn.ʃtʀoːm
nennt falsch	'nɛnt .falʃ
Nennwerte	'nɛn.vɐ.tə
Neologie	'neː.oː.loː.giː
Neonröhre	'neː.ɔ.nʀøː.ʀə
Neoplasma	'neː.ɔ.pla.smaː
Neopren	'neː.ɔ.pʀən
Nepal	'neː.paːl
Nepotisten	'neː.pɔ.tɪ.ʃtən
nepotistisch	'neː.pɔ.tɪ.ʃtiːʃ
neppen	'nɛ.pən
neppend	'nɛ.pɛnt
neppt	'nɛpt
Nerv	'nɛɐf
nerven	'neːɐ.fən
nerven	'neːɐ.fən
nervend	'neːɐ.fɛnt
Nervenentzündung	'neːɐ.fə.nɛnt.ʦʏn.dʊŋ
Nervenfaserbündel	'neːɐ.fən.faː.zɐ.bʏn.dəl
Nervengeflecht	'neːɐ.fən.gə.flɛçt
Nervenkitzel	'neːɐ.fən.kiːt.ʦəl
nervenschwach	'neːɐ.fən.ʃvaːx
Nervensystem	'neːɐ.fən.zʏ.ʃtəm
nervig	'neːɐ.fɪç
Nervosität	'neːɐ.foː.ziː.teːt
Nervositäten	'neːɐ.foː.ziː.tə.tən
nervt	'nɛɐft
nervte	'nɛɐf.tə
nervös	'neːɐ.føːs
nervöse	'neːɐ.føː.zə
nervösen	'neːɐ.føː.zən
nervöser	'neːɐ.føː.zɐ
nervösere	'neːɐ.føː.zə.ʀə
nervöseste	'neːɐ.føː.zə.ʃtə
Nerz	'nɛɐʦ
Nerze	'neːɐ.ʦə
Nessel	'nɛ.səl
Nesseln	'nɛ.sɛln
Nest	'nɛst
Nestlinge	'nɛ.ʃtlɪŋ.gə
nett	'nɛt
nett gekleidet	'nɛt .gə.klaɪ.deːt
nette	'nɛ.tə
netter	'nɛ.tɐ
netteste	'nɛ.tə.ʃtə
nettesten	'nɛ.tə.ʃtən
Nettigkeit	'nɛ.tɪç.kaɪt
Netto	'nɛ.toː
Nettodurchsatz	'nɛ.toː.dʊɐç.zaːʦ
Nettogehalt	'nɛ.toː.geː.alt
Nettogewicht	'nɛ.toː.gə.vɪçt
Nettolohn	'nɛ.toː.loːn
Nettopreis	'nɛ.tɔ.pʀaɪs
Netz	'neːʦ
Netz allg Stromnetz	'nɛʦ  .alk .ʃtʀɔ.mneːʦ
netzabhängig	'neːt.ʦaːp.hən.gɪç
Netzanschluss	'neːt.ʦaːn.ʃlʊs
netzartig	'neːt.ʦaɐ.tɪç
Netzbetreiber	'neːʦ.bə.tʀaɪ.bɐ
netzbetrieben	'neːʦ.bə.tʀiː.bən
Netze	'neːt.ʦə
Netzfrequenz	'neːʦ.fʀə.kvɛnʦ
netzförmig	'neːʦ.føːɐ.mɪç
netzförmig anlegen	'neːʦ.føːɐ.mɪk .a.nlə.gən
netzförmige	'neːʦ.føːɐ.miː.gə
Netzgewölbe	'neːʦ.gə.vœl.bə
Netzhaut	'neːʦ.haʊt
Netzhautentzündung	'neːʦ.haʊ.tɛnt.ʦʏn.dʊŋ
Netzkabel	'neːʦ.kaː.bəl
Netzmagen	'neːʦ.maː.gən
netzorientiert	'neːt.ʦoː.ʀiːn.tiːɐt
Netzplan	'neːʦ.plaːn
Netzplantechnik	'neːʦ.plan.tə.çniːk
Netzspannung	'neːʦ.ʃpa.nʊŋ
Netzspinne	'neːʦ.ʃpɪ.nə
Netzsteckdose	'neːʦ.ʃtɛk.doː.zə
Netzstecker	'neːʦ.ʃtɛ.kɐ
Netzsteuerung	'neːʦ.ʃtɔɪ.ə.ʀʊŋ
Netzstromversorgung	'neːʦ.ʃtʀoːm.fɐ.zɔɐ.gʊŋ
Netztakteinheit	'neːʦ.taːk.taɪn.haɪt
netzunabhängig	'neːt.ʦuː.naːp.hən.gɪç
Netzwerk	'neːt.ʦvɛɐk
Netzwerk	'neːt.ʦvɛɐk
Netzwerk mit Entscheidungsereignissen	'neːt.ʦvɛɐk .mɪt .ɛnt.ʃaɪ.dʊnks.ə.ʀaɪ.gnɪ.sən
Netzwerkarchitektur	'neːt.ʦvɐ.kaɐ.çiː.teːk.tuːɐ
NetzwerkDienst	'neːt.ʦvɛɐk.diːnst
Netzwerke	'neːt.ʦvɐ.kə
NetzwerkInterface Steuereinheit	'neːt.ʦvɐ.kɪn.tɐ.faːc.eː .ʃtɔɪ.ə.ʀaɪn.haɪt
NetzwerkVerwaltung	'neːt.ʦvɛɐk.fɐ.val.tʊŋ
neu	'nɔɪ
neu	'nɔɪ
neu abschätzen	'nɔɪ .aːp.ʃeːt.ʦən
neu abschätzend	'nɔɪ .aːp.ʃeːt.ʦɛnt
neu abtasten	'nɔɪ .aːp.ta.ʃtən
neu aktivieren	nɔɪ .aːk.tɪ.'fiː.ʀən
neu anfragen	'nɔɪ .aːn.fʀaː.gən
neu angepasst	'nɔɪ .aŋ.gə.past
neu anpassen	'nɔɪ .an.pa.sən
neu anpassend	'nɔɪ .an.pa.sɛnt
neu aufhalten	'nɔɪ .aʊf.hal.tən
neu aufhaltend	'nɔɪ .aʊf.hal.tɛnt
neu aufhängen	'nɔɪ .aʊf.hɛŋ.gən
neu aufkochen	'nɔɪ .aʊf.koː.xən
neu auflösen	'nɔɪ .aʊ.fløː.zən
neu aufsteigen	'nɔɪ .aʊf.ʃtaɪ.gən
neu aufsteigend	'nɔɪ .aʊf.ʃtaɪ.gɛnt
neu aufwecken	'nɔɪ .aʊf.vɛ.kən
neu aufwärmen	'nɔɪ .aʊf.vɐ.mən
neu ausbilden für einen Beruf	'nɔɪ .aʊ.sbɪl.dɛn .fʏɐ .aɪ.nɛn .bə.ʀuːf
neu ausrüsten	'nɔɪ .aʊ.sʀʏ.ʃtən
neu ausrüstend	'nɔɪ .aʊ.sʀʏ.ʃtɛnt
neu bearbeiten	'nɔɪ .bə.aɐ.baɪ.tən
neu bearbeitend	'nɔɪ .bə.aɐ.baɪ.tɛnt
neu beeindrucken	'nɔɪ .bə.aɪn.dʀʊ.kən
neu befriedigen	'nɔɪ .bə.fʀiː.diː.gən
neu bekleiden	'nɔɪ .bə.klaɪ.dən
neu bekleidend	'nɔɪ .bə.klaɪ.dɛnt
neu beleben	'nɔɪ .bə.lə.bən
neu belebend	'nɔɪ .bə.lə.bɛnt
neu beschäftigen	'nɔɪ .bə.ʃeːf.tiː.gən
neu beschäftigend	'nɔɪ .bə.ʃeːf.tiː.gɛnt
neu besiedeln	'nɔɪ .bə.ziː.dɛln
neu besohlen	'nɔɪ .bə.zoː.lən
neu besohlend	'nɔɪ .bə.zoː.lɛnt
neu bestellen	'nɔɪ .bə.ʃtɛ.lən
neu bestellend	'nɔɪ .bə.ʃtɛ.lɛnt
neu bestätigen	'nɔɪ .bə.ʃtə.tiː.gən
neu bevollmächtigen	'nɔɪ .bə.fɔ.lmeːç.tiː.gən
neu bevollmächtigend	'nɔɪ .bə.fɔ.lmeːç.tiː.gɛnt
neu bevölkern	'nɔɪ .bə.fœl.kɐn
neu bevölkernd	'nɔɪ .bə.fœl.kɛɐnt
neu bewerten	'nɔɪ .bə.vɐ.tən
neu bewertend	'nɔɪ .bə.vɐ.tɛnt
neu bildend	'nɔɪ .bɪl.dɛnt
neu blocken	'nɔɪ .blɔ.kən
neu booten	'nɔɪ .boː.oː.tən
neu darlegen	'nɔɪ .da.ʀlə.gən
neu darlegend	'nɔɪ .da.ʀlə.gɛnt
neu definierend	nɔɪ .də.fɪ.'niː.ʀɛnt
neu drahten	'nɔɪ .dʀaː.tən
neu drahtend	'nɔɪ .dʀaː.tɛnt
neu durchdenken	'nɔɪ .dʊɐç.dɛŋ.kən
neu durchtreten	'nɔɪ .dʊɐç.tʀə.tən
neu einfrieren	nɔɪ .aɪn.'fʀiː.ʀən
neu einfrierend	nɔɪ .aɪn.'fʀiː.ʀɛnt
neu einfügen	'nɔɪ .aɪn.fyː.gən
neu einfügend	'nɔɪ .aɪn.fyː.gɛnt
neu eingefroren	'nɔɪ .aɪŋ.gə.fʀoː.ʀən
neu einladen	'nɔɪ .aɪ.nlaː.dən
neu einladend	'nɔɪ .aɪ.nlaː.dɛnt
neu einstellen	'nɔɪ .aɪn.ʃtɛ.lən
neu einteilen	'nɔɪ .aɪn.taɪ.lən
neu einzahlen	'nɔɪ .aɪn.ʦaː.lən
neu einzahlend	'nɔɪ .aɪn.ʦaː.lɛnt
neu entwerfen	'nɔɪ .ɛnt.vɐ.fən
neu entwerfend	'nɔɪ .ɛnt.vɐ.fɛnt
neu entworfen	'nɔɪ .ɛnt.voːɐ.fən
neu erleben	'nɔɪ .ə.ʀlə.bən
neu erlebend	'nɔɪ .ə.ʀlə.bɛnt
neu ernennen	'nɔɪ .ə.ʀnɛ.nən
neu ernennend	'nɔɪ .ə.ʀnɛ.nɛnt
neu errichten	'nɔɪ .ɛ.ʀɪç.tən
neu erscheinen	'nɔɪ .ɐ.ʃaɪ.nən
neu erscheinend	'nɔɪ .ɐ.ʃaɪ.nɛnt
neu erstellen	'nɔɪ .ɐ.ʃtɛ.lən
neu falten	'nɔɪ .fal.tən
neu faltend	'nɔɪ .fal.tɛnt
neu fassend	'nɔɪ .fa.sɛnt
neu formatieren	nɔɪ .foːɐ.ma.'tiː.ʀən
neu formatierend	nɔɪ .foːɐ.ma.'tiː.ʀɛnt
neu formulieren	nɔɪ .foːɐ.mʊ.'liː.ʀən
neu formulierend	nɔɪ .foːɐ.mʊ.'liː.ʀɛnt
neu färben	'nɔɪ .fɐ.bən
neu färbend	'nɔɪ .fɐ.bɛnt
neu gebootet	'nɔɪ .gə.boː.oː.teːt
neu geladen	'nɔɪ .gə.laː.dən
neu gestartet	'nɔɪ .gə.ʃtaɐ.teːt
neu handelend	'nɔɪ .han.də.lɛnt
neu handeln	'nɔɪ .han.dɛln
neu herausgeben	'nɔɪ .hə.ʀaʊ.sgə.bən
neu herausgebend	'nɔɪ .hə.ʀaʊ.sgə.bɛnt
neu impfen	'nɔɪ .ɪm.pfən
neu impfend	'nɔɪ .ɪm.pfɛnt
neu inkorporieren	nɔɪ .ɪŋ.kɔɐ.pɔ.'ʀiː.ʀən
neu inkorporierend	nɔɪ .ɪŋ.kɔɐ.pɔ.'ʀiː.ʀɛnt
neu intergrieren	nɔɪ .ɪn.tɛɐ.'gʀiː.ʀən
neu investieren	nɔɪ .iːn.fə.'ʃtiː.ʀən
neu investierend	nɔɪ .iːn.fə.'ʃtiː.ʀɛnt
neu kalkulieren	nɔɪ .kal.kʊ.'liː.ʀən
neu kalkulierend	nɔɪ .kal.kʊ.'liː.ʀɛnt
neu keimen	'nɔɪ .kaɪ.mən
neu kombinieren	nɔɪ .kɔm.bɪ.'niː.ʀən
neu kombinierend	nɔɪ .kɔm.bɪ.'niː.ʀɛnt
neu konfigurieren	nɔɪ .koːn.fiː.gʊ.'ʀiː.ʀən
neu kontrollieren	nɔɪ .kɔn.tʀɔ.'liː.ʀən
neu konzentrieren	nɔɪ .kɔn.ʦɛn.'tʀiː.ʀən
neu konzentrierend	nɔɪ .kɔn.ʦɛn.'tʀiː.ʀɛnt
neu lackieren	nɔɪ .la.'kiː.ʀən
neu ladend	'nɔɪ .laː.dɛnt
neu landen	'nɔɪ .lan.dən
neu lehren	'nɔɪ .leː.ʀən
neu lehrend	'nɔɪ .leː.ʀɛnt
neu leihen	'nɔɪ .laɪ.hən
neu lieferend	'nɔɪ .liː.fə.ʀɛnt
neu messen	'nɔɪ .mɛ.sən
neu messend	'nɔɪ .mɛ.sɛnt
neu mieten	'nɔɪ .miː.tən
neu mietend	'nɔɪ .miː.tɛnt
neu mitteilen	'nɔɪ .mɪ.taɪ.lən
neu mixen	'nɔɪ .miːx.ən
neu mixend	'nɔɪ .miːx.ɛnt
neu möblieren	nɔɪ .mœ.'bliː.ʀən
neu möblierend	nɔɪ .mœ.'bliː.ʀɛnt
neu nähen	'nɔɪ .nə.hən
neu organisieren	nɔɪ .ɔɐ.ga.nɪ.'ziː.ʀən
neu photographieren	nɔɪ p.hoː.tɔ.gʀaːp.'hiː.ʀən
neu polieren	nɔɪ .pɔ.'liː.ʀən
neu positionieren	nɔɪ .pɔ.zɪ.ʦjɔ.'niː.ʀən
neu preisen	'nɔɪ .pʀaɪ.zən
neu preisend	'nɔɪ .pʀaɪ.zɛnt
neu programmierend	nɔɪ .pʀɔ.gʀa.'miː.ʀɛnt
neu prägen	'nɔɪ .pʀə.gən
neu prägend	'nɔɪ .pʀə.gɛnt
neu prüfen	'nɔɪ .pʀyː.fən
neu prüfend	'nɔɪ .pʀyː.fɛnt
neu reinigen	'nɔɪ .ʀaɪ.niː.gən
neu richten	'nɔɪ .ʀɪç.tən
